,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
258,2021-10-08,31043.107765281264,18259.716874258436,31447.806207951693,31043.107765281264,31043.107765281264,-6204.900316847311,-6204.900316847311,-6204.900316847311,-1284.3167634017236,-1284.3167634017236,-1284.3167634017236,-4920.583553445586,-4920.583553445586,-4920.583553445586,0.0,0.0,0.0,24838.207448433954
259,2021-10-15,30839.624420818753,18094.45332487215,31205.595967418136,30839.624420818753,30839.624420818753,-6277.405034627095,-6277.405034627095,-6277.405034627095,-1284.3167633998323,-1284.3167633998323,-1284.3167633998323,-4993.088271227262,-4993.088271227262,-4993.088271227262,0.0,0.0,0.0,24562.219386191657
260,2021-10-22,30636.14107635627,17131.232096686843,30191.557355191995,30636.14107635627,30636.14107635627,-6734.193455501148,-6734.193455501148,-6734.193455501148,-1284.3167633952862,-1284.3167633952862,-1284.3167633952862,-5449.876692105862,-5449.876692105862,-5449.876692105862,0.0,0.0,0.0,23901.947620855124
261,2021-10-29,30432.65773189376,16659.136553438464,30117.572175145142,30432.65773189376,30432.65773189376,-7204.670732859052,-7204.670732859052,-7204.670732859052,-1284.3167633920666,-1284.3167633920666,-1284.3167633920666,-5920.353969466985,-5920.353969466985,-5920.353969466985,0.0,0.0,0.0,23227.986999034707
262,2021-11-05,30229.174387431263,16218.576132850161,30248.52570537841,30229.174387431263,30229.174387431263,-7005.831325344397,-7005.831325344397,-7005.831325344397,-1284.3167633875205,-1284.3167633875205,-1284.3167633875205,-5721.5145619568775,-5721.5145619568775,-5721.5145619568775,0.0,0.0,0.0,23223.343062086868
263,2021-11-12,30025.691042968756,17532.75355471573,30777.715302683104,30025.691042968756,30025.691042968756,-5995.4615692253865,-5995.4615692253865,-5995.4615692253865,-1284.3167633856292,-1284.3167633856292,-1284.3167633856292,-4711.144805839757,-4711.144805839757,-4711.144805839757,0.0,0.0,0.0,24030.22947374337
264,2021-11-19,29822.20769850626,18793.328991455302,31711.28533441551,29822.20769850626,29822.20769850626,-4795.722708127867,-4795.722708127867,-4795.722708127867,-1284.3167633810824,-1284.3167633810824,-1284.3167633810824,-3511.405944746785,-3511.405944746785,-3511.405944746785,0.0,0.0,0.0,25026.48499037839
265,2021-11-26,29618.724354043763,18883.71632131875,31930.940281850744,29618.724354043763,29618.724354043763,-4181.364351120534,-4181.364351120534,-4181.364351120534,-1284.3167633972557,-1284.3167633972557,-1284.3167633972557,-2897.0475877232775,-2897.0475877232775,-2897.0475877232775,0.0,0.0,0.0,25437.36000292323
266,2021-12-03,29415.241009581267,17909.417618118765,32004.58734013878,29415.241009581267,29415.241009581267,-4362.8842420254805,-4362.8842420254805,-4362.8842420254805,-1284.3167633940373,-1284.3167633940373,-1284.3167633940373,-3078.567478631444,-3078.567478631444,-3078.567478631444,0.0,0.0,0.0,25052.356767555786
267,2021-12-10,29211.75766511876,17608.7686229173,30908.040425370247,29211.75766511876,29211.75766511876,-4894.0109198318,-4894.0109198318,-4894.0109198318,-1284.3167633908183,-1284.3167633908183,-1284.3167633908183,-3609.694156440982,-3609.694156440982,-3609.694156440982,0.0,0.0,0.0,24317.74674528696
